Px 	Py 	Vx 	Vy 	Px_rmse 	Py_rmse 	Vx_rmse 	Vy_rmse 	NIS 	Yaw 	Yaw Rate 	SensorType
-15.1813	10.3524	5.16504	0.647932	0.0640476	0.0849411	0.345038	0.218715	7.59731	0.124794	-0.394091	1
-14.9202	10.4063	5.1881	0.600601	0.0640482	0.0848706	0.344714	0.218824	7.59731	0.115252	-0.380702	0
-14.6755	10.4472	5.11824	0.660392	0.0640311	0.0848013	0.344351	0.218705	6.71291	0.128318	-0.289498	1
-14.4336	10.4087	5.08815	0.425991	0.0639939	0.0848882	0.343985	0.219022	6.71291	0.0835274	-0.330277	0
-14.1731	10.4352	5.09691	0.376346	0.0639654	0.0850069	0.343621	0.219338	0.582185	0.0737043	-0.314065	1
-13.8659	10.5929	5.21016	0.629579	0.0640652	0.0849175	0.343287	0.219112	0.582185	0.120254	-0.228693	0
-13.6065	10.6622	5.17965	0.757749	0.0641765	0.08484	0.342935	0.218974	1.68683	0.145263	-0.145482	1
-13.3587	10.659	5.16367	0.624541	0.0642594	0.0847507	0.342577	0.218756	1.68683	0.120364	-0.168721	0
-13.0943	10.6837	5.18719	0.543491	0.0643673	0.0846619	0.342225	0.218527	0.274728	0.104395	-0.187718	1
-12.8394	10.7808	5.19892	0.659714	0.0644677	0.0846287	0.341875	0.218438	0.274728	0.12622	-0.147736	0
-12.5719	10.8337	5.2119	0.684734	0.0646026	0.0846552	0.341529	0.218477	1.19783	0.130631	-0.127049	1
-12.3394	10.7973	5.16325	0.491975	0.0646562	0.0845851	0.341172	0.218281	1.19783	0.0949971	-0.163949	0
-12.0798	10.8372	5.15818	0.524374	0.0647145	0.0845398	0.340816	0.218163	0.377697	0.101311	-0.130797	1
-11.8341	10.9023	5.15201	0.579676	0.0647397	0.0845908	0.340463	0.218214	0.377697	0.112043	-0.108927	0
-11.5558	10.922	5.19044	0.513994	0.0648195	0.084651	0.34011	0.218197	2.70678	0.0987053	-0.126028	1
-11.3282	10.9355	5.14549	0.455277	0.0648195	0.0847086	0.339761	0.218129	2.70678	0.088251	-0.131122	0
-11.0659	10.8592	5.19544	-0.0372802	0.064827	0.0846258	0.33941	0.218274	9.75086	-0.00717543	-0.335304	1
-10.776	10.8271	5.22573	-0.188784	0.0649167	0.0845454	0.339066	0.218816	9.75086	-0.0361102	-0.350277	0
-10.5218	10.8237	5.2093	-0.240313	0.0649908	0.0844752	0.338719	0.219451	0.243831	-0.0460989	-0.332798	1
-10.2887	10.8151	5.1677	-0.314537	0.0649974	0.0844247	0.338372	0.22029	0.243831	-0.0607909	-0.330977	0
-10.0376	10.8771	5.12682	-0.0352103	0.0649876	0.0843382	0.338037	0.220207	6.91831	-0.00686775	-0.169979	1
-9.77698	10.9255	5.14807	0.0381899	0.0649799	0.0842731	0.337697	0.220011	6.91831	0.00741816	-0.139619	0
-9.54527	10.9056	5.10266	-0.0403432	0.0649309	0.0841903	0.337377	0.219876	4.02338	-0.00790614	-0.147827	1
-9.28515	10.9323	5.11867	-0.0118931	0.0648826	0.0841227	0.33705	0.219692	4.02338	-0.00232348	-0.131124	0
-9.03836	10.9127	5.0942	-0.0632583	0.0648234	0.08404	0.336739	0.219544	2.63509	-0.0124171	-0.126707	1
-8.77471	10.945	5.11773	-0.0154593	0.0647672	0.0839791	0.336416	0.219341	2.63509	-0.00302073	-0.106864	0
-8.53449	10.9006	5.08227	-0.140398	0.064702	0.0838941	0.336115	0.219266	6.53473	-0.0276179	-0.131695	1
-8.36773	10.8208	4.92536	-0.330659	0.0647577	0.0838926	0.336	0.219633	6.53473	-0.0670334	-0.17215	0
-8.1149	10.8356	4.93218	-0.251855	0.0648334	0.0838659	0.335874	0.219746	1.32339	-0.0510194	-0.120487	1
-7.78235	10.882	5.0788	-0.143391	0.064776	0.0837882	0.33558	0.219634	1.32339	-0.0282257	-0.0835916	0
-7.51839	10.8836	5.08494	-0.0844793	0.0647163	0.0837101	0.335282	0.21945	1.8052	-0.0166121	-0.0415196	1
-7.24464	10.8721	5.11262	-0.107931	0.0646518	0.0836402	0.334969	0.219285	1.8052	-0.0211075	-0.0446876	0
